Domain,Function,Start_Timestamp,End_Timestamp,Correlation_ID
HIP_API_DOMAIN,"hipSetDevice",2833625389770940,2833625389771040,349
HIP_API_DOMAIN,"hipSetDevice",2833625389771390,2833625389771480,350
HIP_API_DOMAIN,"hipGetDevice",2833625389794395,2833625389794515,351
HIP_API_DOMAIN,"hipSetDevice",2833625389795807,2833625389796087,352
HIP_API_DOMAIN,"hipStreamSynchronize",2833625389810108,2833625389813263,353
HIP_API_DOMAIN,"hipGetDevice",2833625863533874,2833625863535617,354
HIP_API_DOMAIN,"hipGetDevice",2833625863540454,2833625863540534,355
HIP_API_DOMAIN,"hipSetDevice",2833625863542788,2833625863543999,356
HIP_API_DOMAIN,"hipGetDevice",2833625863590309,2833625863590579,357
HIP_API_DOMAIN,"hipGetDevice",2833625863592151,2833625863592232,358
HIP_API_DOMAIN,"hipGetDevice",2833625863594435,2833625863594515,359
HIP_API_DOMAIN,"hipSetDevice",2833625863595487,2833625863595607,360
HIP_API_DOMAIN,"hipSetDevice",2833625863596057,2833625863596168,361
HIP_API_DOMAIN,"hipGetDevice",2833625863620073,2833625863620364,362
HIP_API_DOMAIN,"hipSetDevice",2833625863621916,2833625863622197,363
HIP_API_DOMAIN,"hipStreamSynchronize",2833625863635436,2833625863639042,364
HIP_API_DOMAIN,"hipGetDevice",2833626339956305,2833626339958247,365
HIP_API_DOMAIN,"hipGetDevice",2833626339962724,2833626339962834,366
HIP_API_DOMAIN,"hipSetDevice",2833626339964677,2833626339966069,367
HIP_API_DOMAIN,"hipGetDevice",2833626340012018,2833626340012288,368
HIP_API_DOMAIN,"hipGetDevice",2833626340013851,2833626340013941,369
HIP_API_DOMAIN,"hipGetDevice",2833626340015033,2833626340015113,370
HIP_API_DOMAIN,"hipSetDevice",2833626340015904,2833626340016014,371
HIP_API_DOMAIN,"hipSetDevice",2833626340016445,2833626340016535,372
HIP_API_DOMAIN,"hipGetDevice",2833626340038838,2833626340038959,373
HIP_API_DOMAIN,"hipSetDevice",2833626340040521,2833626340040801,374
HIP_API_DOMAIN,"hipStreamSynchronize",2833626340053681,2833626340056765,375
HIP_API_DOMAIN,"hipGetDevice",2833626814455422,2833626814457165,376
HIP_API_DOMAIN,"hipGetDevice",2833626814461241,2833626814461321,377
HIP_API_DOMAIN,"hipSetDevice",2833626814463094,2833626814464376,378
HIP_API_DOMAIN,"hipGetDevice",2833626814508953,2833626814509223,379
HIP_API_DOMAIN,"hipGetDevice",2833626814510255,2833626814510345,380
HIP_API_DOMAIN,"hipGetDevice",2833626814511216,2833626814511296,381
HIP_API_DOMAIN,"hipSetDevice",2833626814512007,2833626814512117,382
HIP_API_DOMAIN,"hipSetDevice",2833626814512708,2833626814512818,383
HIP_API_DOMAIN,"hipGetDevice",2833626814533269,2833626814533379,384
HIP_API_DOMAIN,"hipSetDevice",2833626814543685,2833626814543985,385
HIP_API_DOMAIN,"hipStreamSynchronize",2833626814557415,2833626814560259,386
HIP_API_DOMAIN,"hipGetDevice",2833627298440965,2833627298442728,387
HIP_API_DOMAIN,"hipGetDevice",2833627298447826,2833627298447916,388
HIP_API_DOMAIN,"hipSetDevice",2833627298449969,2833627298451691,389
HIP_API_DOMAIN,"hipGetDevice",2833627298499353,2833627298499633,390
HIP_API_DOMAIN,"hipGetDevice",2833627298500785,2833627298500875,391
HIP_API_DOMAIN,"hipGetDevice",2833627298503108,2833627298503199,392
HIP_API_DOMAIN,"hipSetDevice",2833627298504220,2833627298504370,393
HIP_API_DOMAIN,"hipSetDevice",2833627298504791,2833627298504881,394
HIP_API_DOMAIN,"hipGetDevice",2833627298529228,2833627298529608,395
HIP_API_DOMAIN,"hipSetDevice",2833627298531141,2833627298531241,396
HIP_API_DOMAIN,"hipStreamSynchronize",2833627298544611,2833627298547835,397
HIP_API_DOMAIN,"hipGetDevice",2833627776059307,2833627776060689,398
HIP_API_DOMAIN,"hipGetDevice",2833627776064204,2833627776064345,399
HIP_API_DOMAIN,"hipSetDevice",2833627776066778,2833627776067750,400
HIP_API_DOMAIN,"hipGetDevice",2833627776109021,2833627776109332,401
HIP_API_DOMAIN,"hipGetDevice",2833627776110784,2833627776110874,402
HIP_API_DOMAIN,"hipGetDevice",2833627776112867,2833627776112947,403
HIP_API_DOMAIN,"hipSetDevice",2833627776113729,2833627776113859,404
HIP_API_DOMAIN,"hipSetDevice",2833627776114259,2833627776114340,405
HIP_API_DOMAIN,"hipGetDevice",2833627776134370,2833627776134670,406
HIP_API_DOMAIN,"hipSetDevice",2833627776135932,2833627776136022,407
HIP_API_DOMAIN,"hipStreamSynchronize",2833627776148320,2833627776151255,408
HIP_API_DOMAIN,"hipGetDevice",2833628256827269,2833628256829302,409
HIP_API_DOMAIN,"hipGetDevice",2833628256833618,2833628256833719,410
HIP_API_DOMAIN,"hipSetDevice",2833628256835762,2833628256837344,411
HIP_API_DOMAIN,"hipGetDevice",2833628256884294,2833628256884575,412
HIP_API_DOMAIN,"hipGetDevice",2833628256885616,2833628256885706,413
HIP_API_DOMAIN,"hipGetDevice",2833628256887299,2833628256887389,414
HIP_API_DOMAIN,"hipSetDevice",2833628256888360,2833628256888470,415
HIP_API_DOMAIN,"hipSetDevice",2833628256888901,2833628256889021,416
HIP_API_DOMAIN,"hipGetDevice",2833628256912186,2833628256912497,417
HIP_API_DOMAIN,"hipSetDevice",2833628256914109,2833628256914389,418
HIP_API_DOMAIN,"hipStreamSynchronize",2833628256926377,2833628256929873,419
HIP_API_DOMAIN,"hipGetDevice",2833630173962308,2833630173965283,420
HIP_API_DOMAIN,"hipIpcCloseMemHandle",2833630173967366,2833630174422678,421
HIP_API_DOMAIN,"hipGetDevice",2833630174424461,2833630174424581,422
HIP_API_DOMAIN,"hipStreamSynchronize",2833630174426384,2833630174427746,423
HIP_API_DOMAIN,"hipDeviceSynchronize",2833630287666079,2833630287674221,424
HIP_API_DOMAIN,"hipDeviceSynchronize",2833630289701479,2833630289705595,425
HIP_API_DOMAIN,"hipDeviceSynchronize",2833630290591102,2833630290592474,426
