Domain,Function,Start_Timestamp,End_Timestamp,Correlation_ID
HIP_API_DOMAIN,"hipSetDevice",2833623481954704,2833623481956136,301
HIP_API_DOMAIN,"hipGetDevice",2833623482007643,2833623482007913,302
HIP_API_DOMAIN,"hipGetDevice",2833623482009336,2833623482009416,303
HIP_API_DOMAIN,"hipGetDevice",2833623482010768,2833623482010858,304
HIP_API_DOMAIN,"hipSetDevice",2833623482012090,2833623482012200,305
HIP_API_DOMAIN,"hipSetDevice",2833623482013111,2833623482013211,306
HIP_API_DOMAIN,"hipGetDevice",2833623482038279,2833623482038399,307
HIP_API_DOMAIN,"hipSetDevice",2833623482040142,2833623482040262,308
HIP_API_DOMAIN,"hipStreamSynchronize",2833623482054704,2833623482058409,309
HIP_API_DOMAIN,"hipGetDevice",2833623959253937,2833623959255490,310
HIP_API_DOMAIN,"hipGetDevice",2833623959259856,2833623959259946,311
HIP_API_DOMAIN,"hipSetDevice",2833623959261999,2833623959263301,312
HIP_API_DOMAIN,"hipGetDevice",2833623959310893,2833623959311163,313
HIP_API_DOMAIN,"hipGetDevice",2833623959313046,2833623959313126,314
HIP_API_DOMAIN,"hipGetDevice",2833623959314798,2833623959314888,315
HIP_API_DOMAIN,"hipSetDevice",2833623959315449,2833623959315569,316
HIP_API_DOMAIN,"hipSetDevice",2833623959315910,2833623959316020,317
HIP_API_DOMAIN,"hipGetDevice",2833623959340487,2833623959340787,318
HIP_API_DOMAIN,"hipSetDevice",2833623959342069,2833623959342189,319
HIP_API_DOMAIN,"hipStreamSynchronize",2833623959355649,2833623959358764,320
HIP_API_DOMAIN,"hipGetDevice",2833624437183516,2833624437185048,321
HIP_API_DOMAIN,"hipGetDevice",2833624437189184,2833624437189275,322
HIP_API_DOMAIN,"hipSetDevice",2833624437191488,2833624437192509,323
HIP_API_DOMAIN,"hipGetDevice",2833624437243646,2833624437243906,324
HIP_API_DOMAIN,"hipGetDevice",2833624437245288,2833624437245379,325
HIP_API_DOMAIN,"hipGetDevice",2833624437247281,2833624437247362,326
HIP_API_DOMAIN,"hipSetDevice",2833624437248443,2833624437248543,327
HIP_API_DOMAIN,"hipSetDevice",2833624437248974,2833624437249064,328
HIP_API_DOMAIN,"hipGetDevice",2833624437271207,2833624437271318,329
HIP_API_DOMAIN,"hipSetDevice",2833624437272729,2833624437272820,330
HIP_API_DOMAIN,"hipStreamSynchronize",2833624437286400,2833624437289294,331
HIP_API_DOMAIN,"hipGetDevice",2833624911552949,2833624911554361,332
HIP_API_DOMAIN,"hipGetDevice",2833624911558047,2833624911558137,333
HIP_API_DOMAIN,"hipSetDevice",2833624911560210,2833624911561542,334
HIP_API_DOMAIN,"hipGetDevice",2833624911605168,2833624911605438,335
HIP_API_DOMAIN,"hipGetDevice",2833624911606319,2833624911606399,336
HIP_API_DOMAIN,"hipGetDevice",2833624911608312,2833624911608392,337
HIP_API_DOMAIN,"hipSetDevice",2833624911609143,2833624911609254,338
HIP_API_DOMAIN,"hipSetDevice",2833624911609815,2833624911609895,339
HIP_API_DOMAIN,"hipGetDevice",2833624911629304,2833624911629614,340
HIP_API_DOMAIN,"hipSetDevice",2833624911631026,2833624911631116,341
HIP_API_DOMAIN,"hipStreamSynchronize",2833624911643185,2833624911646630,342
HIP_API_DOMAIN,"hipGetDevice",2833625389711470,2833625389713073,343
HIP_API_DOMAIN,"hipGetDevice",2833625389717800,2833625389717890,344
HIP_API_DOMAIN,"hipSetDevice",2833625389719763,2833625389721045,345
HIP_API_DOMAIN,"hipGetDevice",2833625389766673,2833625389766943,346
HIP_API_DOMAIN,"hipGetDevice",2833625389768496,2833625389768586,347
HIP_API_DOMAIN,"hipGetDevice",2833625389770038,2833625389770148,348
